Site,AREA.UplandDeciduous,AREA.UplandShrubs,AREA.Water,AREA.Nonforest,AREA.LowlandDeciduous,AREA.UplandMixedwood,AREA.LowlandMixedwood,AREA.UplandSpruce,AREA.LowlandSpruce,AREA.Pine,AREA.Tamarack,AREA.OpenWetland,PERCENTAGE.UplandDeciduous,PERCENTAGE.UplandShrubs,PERCENTAGE.Water,PERCENTAGE.Nonforest,PERCENTAGE.LowlandDeciduous,PERCENTAGE.UplandMixedwood,PERCENTAGE.LowlandMixedwood,PERCENTAGE.UplandSpruce,PERCENTAGE.LowlandSpruce,PERCENTAGE.Pine,PERCENTAGE.Tamarack,PERCENTAGE.OpenWetland,AREA.Cutblocks,AREA.Pipeline,AREA.TransmissionLine,AREA.WellSite,PERCENTAGE.Cutblocks,PERCENTAGE.Pipeline,PERCENTAGE.TransmissionLine,PERCENTAGE.WellSite,AREA.BlockFeatures,PERCENTAGE.BlockFeatures,AREA.Road,PERCENTAGE.Road,AREA.Trail,PERCENTAGE.Trail,AREA.3DSeismicLine,AREA.SeismicLine,PERCENTAGE.3DSeismicLine,PERCENTAGE.SeismicLine,Radius,Treatment
49,2289683.024,6813.239725,664087.5633,175348.3416,0,420858.0603,55067.90366,119747.8918,1673616.602,381117.4333,299295.7097,236172.924,32.35566081,0.096278337,9.384264858,2.477858901,0,5.947172818,0.778168154,1.692165303,23.64998584,5.385595415,4.229367279,3.33737506,923692.9724,5854.192146,0,24365.14143,13.0527659,0.082725973,0,0.34430541,0,0,173484.2702,2.451517586,12518.54538,0.176900385,0,118231.0765,0,1.670731086,1500,Post
50,810722.2728,0,84000.61649,133090.3033,53.90508004,689024.3817,0,451738.0364,3572161.967,148377.4042,345776.6701,203459.42,11.45609336,0,1.186989599,1.880662455,0.000761718,9.736413949,0,6.383385895,50.47723786,2.096680273,4.886074983,2.875029081,506611.9622,74543.09753,0,36046.37747,7.158794242,1.053348,0,0.509361441,20509.04296,0.289807643,121619.2968,1.718568818,727.8732683,0.010285377,0,123917.5849,0,1.751045296,1500,Post
51,1746797.958,11385.57802,69189.5036,1797559.411,159375.1019,789909.5964,0,645093.0327,1050191.742,0,0,612027.9936,24.68266188,0.160880868,0.977663796,25.39993304,2.2520073,11.16160653,0,9.115314761,14.83945385,0,0,8.648098059,1746751.151,0,0,0,24.68200049,0,0,0,0,0,109215.0305,1.543233811,5563.288108,0.078610556,0,82298.93094,0,1.162903057,1500,Post
52,695876.5246,0,0,1012002.162,5954.64494,107849.4282,0,163237.1706,3848346.69,81101.59911,206849.7722,332499.4711,9.832414052,0,0,14.29912337,0.084136384,1.523862633,0,2.306465865,54.3753622,1.145928156,2.922691792,4.698064034,1001490.099,0,0,0,14.15059277,0,0,0,28666.74888,0.405047928,93554.75752,1.321885535,9569.391716,0.135211087,0,51935.19153,0,0.733820281,1500,Post
53,607803.1419,0,0,587650.1589,8370.583082,132071.8616,8125.9288,184651.6077,3243727.786,826304.8212,528637.3068,322994.323,8.587439241,0,0,8.302704753,0.118265058,1.865997408,0.114808422,2.608878356,45.82950195,11.67457349,7.468932685,4.563474475,636361.0135,0,0,0,8.990923478,0,0,0,0,0,60677.2851,0.857288262,9149.504558,0.129270168,0,38283.32575,0,0.540891797,1500,Post
54,450686.8738,0,0,496569.4235,0,85413.19798,0,106921.104,4727158.972,378156.8765,509483.2245,95326.23463,6.367693444,0,0,7.015961738,0,1.206791439,0,1.510673713,66.78938515,5.342926993,7.198419073,1.346851383,505768.8478,0,0,0,7.145939151,0,0,0,54722.17233,0.773162118,71260.86187,1.006835009,22470.69961,0.317485454,0,44291.39149,0,0.625787037,1500,Post
55,809937.9855,0,0,619839.2572,0,373216.2908,22115.6736,62440.27282,3271913.204,525274.4651,730302.0024,118909.7764,11.44352678,0,0,8.757642274,0,5.273132878,0.312469976,0.882211907,46.22851016,7.421546486,10.31835853,1.680063456,581492.4207,0,0,0,8.215843942,0,0,0,2665.221963,0.037656635,60361.76026,0.852844826,5447.333725,0.076964793,0,49727.45223,0,0.70259383,1500,Post
58,607803.1419,0,0,587650.1589,8370.583082,132071.8616,16795.93127,565883.8106,3243727.786,46185.51143,528637.3068,322994.323,8.587439241,0,0,8.302704753,0.118265058,1.865997408,0.237303873,7.995175584,45.82950195,0.652539031,7.468932685,4.563474475,636361.0135,0,0,0,8.990923478,0,0,0,0,0,60677.2851,0.857288262,9149.504558,0.129270168,0,38283.32575,0,0.540891797,1500,Post
59,1229834.736,0,18473.58083,0,0,851932.4487,0,176148.959,2409569.16,420926.4572,418611.8708,54211.47918,17.38358149,0,0.261122075,0,0,12.04197337,0,2.489846557,34.05900047,5.949750121,5.917033693,0.766273417,0,375113.7874,71826.23659,147745.5183,0,5.30219297,1.015256116,2.088366981,1011599.396,14.29884847,226050.7395,3.195202847,7196.702608,0.101724616,60673.30578,40502.44409,0.85761064,0.572497683,1500,Post
60,1865456.346,15691.54978,938400.8767,434228.4102,0,272533.9946,103856.3406,131442.7331,1557894.047,332118.174,203418.6956,720249.2215,26.36310073,0.221756949,13.26171844,6.136625679,0,3.851519316,1.467724064,1.857581937,22.01655256,4.693578005,2.874764435,10.1787441,174785.87,185800.0529,0,133897.5709,2.470118106,2.625773323,0,1.892274325,416415.5482,5.884889807,157531.3924,2.226273465,16118.75487,0.227794319,175723.2071,24716.71543,2.483364791,0.349302872,1500,Post
61,53683.80624,21613.65739,8761.37977,415211.965,133027.0633,920647.5181,16982.4236,260144.0641,703464.8701,120935.2021,0,121555.1065,0.758826271,0.30551133,0.123843028,5.869064981,1.88035159,13.01344991,0.240048351,3.677163822,9.94355024,1.709431855,0,1.718194269,2972559.666,69194.1572,0,51083.37067,42.01744485,0.97806672,0,0.72206884,31913.14908,0.451095732,192805.2978,2.72532325,17971.59052,0.25403033,1765.121407,52890.01149,0.024950178,0.747605899,1500,Post
62,99698.91374,0,0,56100.69873,0,14059.63962,0,922853.2308,3952921.727,599292.52,247110.9842,338881.7632,1.408993215,0,0,0.792842178,0,0.19869762,0,13.0422077,55.86459957,8.46949142,3.492291813,4.789240797,953526.9771,161134.4788,0,25171.78265,13.4757039,2.277230301,0,0.355739794,70839.16679,1.001133328,149395.3988,2.111327951,0,0,3888.356084,72474.5821,0.054952127,1.024245808,1500,Post
63,796241.8473,0,176235.4985,124962.4656,18389.65793,427073.4293,0,351052.1946,2200035.191,1485469.415,687888.6263,185484.3349,11.25670425,0,2.49149287,1.766630984,0.259979981,6.037662181,0,4.962927717,31.10254199,21.00051629,9.724883026,2.622246379,33420.91843,248314.8061,0,162677.1602,0.472481315,3.510499157,0,2.299814669,183914.6523,2.600055316,147456.7345,2.084639053,2877.693821,0.040682801,66735.69064,81712.53974,0.943462009,1.155194112,1500,Post
64,2236724.612,0,107779.3321,1824978.245,19982.41825,283084.4874,29769.26612,486651.0107,1202369.093,79646.43605,0,439363.2462,31.60472638,0,1.522912691,25.78678564,0.282349851,3.999959457,0.42063717,6.876336921,16.98937186,1.125397291,0,6.208164877,1765572.879,0,0,0,24.94739291,0,0,0,0,0,140245.9774,1.981663597,2161.113754,0.030536351,0,65817.87616,0,0.930000929,1500,Post
65,1814103.909,11385.57802,54251.2633,2271612.893,136361.1399,741949.2754,0,563074.8847,765199.3133,0,69251.66893,397384.9829,25.63389993,0.160882056,0.766588643,32.09865614,1.926828886,10.48399344,0,7.956437983,10.81252431,0,0.978549433,5.615183801,2241409.789,11440.64261,0,8009.406683,31.67187609,0.161660138,0,0.113175617,0,0,117268.9944,1.657050432,12400.00605,0.175216267,0,59748.404,0,0.844265095,1500,Post
66,1671943.222,19800.66849,130108.5685,87598.21778,8107.37276,596941.6408,10662.16337,239875.8122,1288651.521,1270443.056,211308.756,225187.907,23.63416065,0.279897172,1.839181361,1.238265944,0.114603742,8.438213962,0.150717607,3.390822971,18.21604745,17.95865726,2.98700639,3.183198509,0,0,0,30849.23745,0,0,0,0.43607691,50689.21238,0.716529708,203770.2663,2.880444232,12484.32159,0.176475169,0,54195.24231,0,0.766090048,1500,Post
1,322634.4161,0,4033.25292,44347.69423,0,85835.16095,185.8910293,79508.03576,4192766.357,2486428.265,508406.3331,460784.6866,3.350457152,0,0.041884066,0.460536886,0,0.891371207,0.00193042,0.825665998,43.54056271,25.82077716,5.279640206,4.785104353,88441.50138,357737.6075,122513.2073,39932.23622,0.918437234,3.714992778,1.272261207,0.41468374,149870.5238,1.556358352,118171.5399,1.227174353,12498.79884,0.129796103,382561.377,37155.27625,3.972779833,0.385845883,1750,Post
2,238542.1188,0,194219.5591,49930.9889,0,113617.4708,28026.78629,127191.3215,4440245.765,1897801.793,1048061.884,197853.04,2.477222676,0,2.01693981,0.518525527,0,1.179899703,0.291053802,1.320862023,46.11125931,19.70837544,10.8839591,2.054672943,464670.2975,344160.8037,132100.4849,60969.3976,4.825528521,3.574056235,1.37184292,0.633157679,22736.88778,0.236119031,109176.9569,1.133785659,10596.51083,0.110043111,357757.4225,51878.41212,3.715255,0.538749213,1750,Post
3,950759.6491,0,1515099.619,167617.309,9387.408914,218038.7722,4280.154068,49318.1781,2958540.677,2524241.372,550636.9319,181249.1479,9.875410946,0,15.73713333,1.741018152,0.097505737,2.264739022,0.044457377,0.512261197,30.72995894,26.21895124,5.719390795,1.882610206,155319.0488,234582.6296,0,216086.397,1.6132778,2.436577815,0,2.244459967,89259.87739,0.927130187,112209.0365,1.165499974,2356.175036,0.024473269,106138.6853,172752.4744,1.102448065,1.794356417,1750,Post
4,86325.60784,122236.201,1104863.963,303431.2372,0,85660.71652,112755.6857,426336.5952,3622387.031,1985711.062,443065.2449,697380.4065,0.896663229,1.269666203,11.47621099,3.151737241,0,0.88975701,1.171192185,4.428353971,37.62569804,20.62556103,4.602114288,7.243683341,133932.4047,204400.8489,0,68353.01297,1.391154554,2.123109583,0,0.709982066,168175.7222,1.746839552,142975.4537,1.485084616,6934.648898,0.072030129,26137.59191,80365.03738,0.271490907,0.834750843,1750,Post
5,4230717.783,99253.18549,396110.0125,40890.99384,0,184332.6891,0,580308.6505,1925043.977,342653.7404,589565.9893,938618.9238,43.92399347,1.030462558,4.112477951,0.424536884,0,1.913771669,0,6.02485788,19.98611663,3.557486324,6.120969062,9.74489285,0,108172.4078,0,26376.49446,0,1.123063361,0,0.273845014,650371.8456,6.752265257,106002.8566,1.100538731,12191.88551,0.126578119,146465.1744,33238.67636,1.520625031,0.345089292,1750,Post
6,411789.939,13683.99566,0,67697.53342,0,0,0,186138.4547,4516750.094,383830.6402,815776.7681,496509.6344,4.275352542,0.142072207,0,0.702860352,0,0,0,1.932556967,46.89453813,3.985068957,8.469690366,5.154943155,0,231334.2589,0,37354.84222,0,2.401796203,0,0.387831524,18371.67344,0.190741379,159366.7129,1.65460303,3752.56908,0.038960534,466395.7622,27938.37222,4.84229001,0.290066316,1750,Post
7,134150.6313,0,29151.45769,45446.97764,0,127960.072,44692.59911,960434.1223,2899258.608,2736103.514,99821.29247,476290.698,1.392810206,0,0.302663114,0.47185029,0,1.328537127,0.464018004,9.971644825,30.10136397,28.40741683,1.036388078,4.945057202,0,155371.1406,0,36391.47475,0,1.613130764,0,0.377832121,28854.98938,0.299585051,123736.1741,1.284682783,0,0,575005.9193,25556.52997,5.969961568,0.265339011,1750,Post
8,1712251.285,516055.6045,604019.63,1733611.617,0,454085.2473,13905.02883,125739.5447,1505288.166,504018.2548,221942.6279,979863.5509,17.77835814,5.358221331,6.271554532,18.00014314,0,4.714781191,0.144376345,1.305557589,15.62945367,5.233237155,2.304437181,10.17395361,1410497.57,319554.1324,0,248786.5389,14.64523997,3.317940457,0,2.583158342,168758.8996,1.752228882,222514.2984,2.310372855,28476.02972,0.295667499,279847.3721,26121.00111,2.905663935,0.271215164,1750,Post
9,167925.7786,16482.56045,26341.58826,87183.21129,0,114744.1159,0,336973.3823,3370601.697,61844.3347,678453.3735,519849.57,1.743683789,0.171149264,0.273522033,0.905280615,0,1.191463612,0,3.499016226,34.99917396,0.642170397,7.044827535,5.397939945,366668.2148,888409.5206,71578.31846,50420.32019,3.8073572,9.224940281,0.743244751,0.523547342,418412.1608,4.344648618,130389.1986,1.353916793,2469.408218,0.025641489,175806.9486,45918.25631,1.82551916,0.476799452,1750,Post
10,854906.9699,0,23717.74618,76015.45341,0,628829.3534,0,152364.6674,2655418.357,2352910.338,664481.6128,678701.979,8.877075006,0,0.246277337,0.789319663,0,6.529558808,0,1.582104988,27.57299771,24.43185316,6.899760236,7.047419879,1345468.032,997234.3268,154909.1109,75802.35645,13.97090099,10.35495584,1.608525659,0.787106934,476472.0439,4.947530224,158019.2582,1.640820413,10223.94539,0.106162113,130543.3066,69670.02802,1.355519097,0.723430837,1750,Post
12,1207799.766,2380875.906,811655.7409,233663.8046,0,98525.73369,0,92989.74274,1709101.243,153189.2378,90167.17093,2670530.801,12.54046208,24.72039228,8.427338975,2.426107509,0,1.022982668,0,0.965503038,17.74542431,1.590548269,0.936196562,27.72784959,72434.33246,242789.748,0,52636.72707,0.752078304,2.52086125,0,0.546521781,7759.943691,0.080570706,151412.9773,1.572105538,9652.487487,0.100220795,0,43176.05809,0,0.448292618,1750,Post
13,2630912.344,0,260601.3446,0,0,343410.9479,0,102492.3994,3166789.33,622422.6665,336572.2636,427982.7718,27.31908185,0,2.706053465,0,0,3.565938567,0,1.064268924,32.88356493,6.463163172,3.49492648,4.444122359,110017.307,306891.137,0,301458.9168,1.142406672,3.18672118,0,3.13031365,266879.5487,2.771245592,261029.767,2.710502152,26146.97878,0.271507128,146837.8048,27357.07629,1.524746356,0.284072637,1750,Post
14,1390585.493,0,241889.4798,0,0,186513.8906,0,139448.7573,5162406.219,954738.3274,231023.9286,0,14.44028438,0,2.511857701,0,0,1.936819876,0,1.448080483,53.60807681,9.91430806,2.399026342,0,0,261536.997,72903.94797,312320.2253,0,2.715883801,0.757057906,3.243233082,146475.8053,1.521051597,149669.7847,1.554218899,1111.968327,0.011547035,360642.4561,89468.17392,3.745026576,0.929066125,1750,Post
15,1285812.993,0,209477.8763,82595.99168,136480.6545,553181.637,0,286062.2104,3768781.573,2277190.666,163341.278,26355.18312,13.35278351,0,2.175365118,0.85773468,1.417310794,5.744625916,0,2.970670531,39.13766988,23.64794426,1.696250338,0.273690697,0,270533.6532,103110.493,79356.89191,0,2.809411107,1.070771643,0.824097597,107242.5546,1.113681867,191820.75,1.99200114,3688.137488,0.038300205,254111.4481,81796.48517,2.638871417,0.849432044,1750,Post
16,600692.9606,0,81359.1458,64443.5944,0,200078.565,0,228536.1669,3180191.589,2102003.845,1333314.923,445926.5904,6.238194764,0,0.844914508,0.669246553,0,2.077815355,0,2.373347472,33.02628102,21.82930422,13.84647186,4.630946429,0,320220.7219,0,789651.3918,0,3.325491327,0,8.20052756,715210.5735,7.427459863,308816.5221,3.207058742,20901.46589,0.217061666,60151.05362,100470.5005,0.624668528,1.043385875,1750,Post
17,1601548.207,127825.8499,66428.84922,90475.24516,0,883072.5648,18319.4219,275791.1137,2875623.297,1639305.782,390007.1063,381139.3122,16.632125,1.327475192,0.689865543,0.939588069,0,9.170734429,0.190247733,2.864098788,29.86343209,17.02423852,4.050235213,3.958142911,0,426278.9234,93458.8055,871746.68,0,4.426919095,0.97057243,9.053114785,805072.6442,8.360702972,378861.3893,3.934486614,8438.802328,0.087637209,40608.61328,82201.36144,0.421721637,0.853663544,1750,Post
18,2521396.067,51638.38036,0,2409.335446,0,348444.9401,18319.4219,901842.9352,2332373.427,1435764.763,443546.8897,460307.5307,26.18544079,0.536279789,0,0.025021658,0,3.618703331,0.190252592,9.365904504,24.222385,14.91083995,4.606365088,4.780429281,0,335336.6457,148547.1101,355380.4532,0,3.482569833,1.54270549,3.690730677,1369113.499,14.21864693,403185.072,4.187195723,12018.29134,0.124813495,65679.52127,57407.85773,0.682101173,0.596197511,1750,Post
19,1057713.716,0,23865.88801,19038.51914,0,91414.92176,0,57627.04069,2957266.039,602829.5384,1712408.813,753778.9366,10.98481769,0,0.247857643,0.197723315,0,0.949383784,0,0.59848192,30.71249602,6.260647352,17.78411146,7.828322606,0,65716.56851,0,304865.2402,0,0.68249519,0,3.166158319,321321.0326,3.337058891,207899.4755,2.159126615,5022.17287,0.052157453,90626.41878,79782.47326,0.941194836,0.828575738,1750,Post
20,1181383.256,526683.4869,52668.63046,132313.7291,0,884095.2819,0,792134.614,2830530.544,1583429.83,186225.481,1019872.617,12.27035998,5.470363613,0.547039288,1.374267899,0,9.182597863,0,8.227454395,29.3991205,16.44619043,1.934218787,10.59284028,0,0,0,65200.45342,0,0,0,0.677200248,264258.7493,2.744706228,230245.9783,2.391434806,18528.68864,0.192447014,54004.11589,44988.16583,0.56091022,0.467266644,1750,Post
21,1519747.404,0,6718.574172,1083268.66,0,378380.6392,3766.835013,270123.2342,1819137.919,1889584.331,226594.9532,721366.1652,15.78549184,0,0.06978528,11.25182286,0,3.930208716,0.039125807,2.805747914,18.8952366,19.62695772,2.353623224,7.492771288,1577015.634,0,137514.2514,19984.31085,16.38033225,0,1.428349269,0.2075754,670354.4631,6.962916917,487795.1512,5.066688292,41072.47695,0.426616455,0,48884.13638,0,0.507755522,1750,Post
22,90213.62696,0,89554.33768,68351.98393,51441.34829,512653.5748,12263.23724,327657.7529,2936919.146,3927276.229,402489.4242,48877.564,0.937095536,0,0.930247158,0.710007359,0.534347853,5.325197452,0.127384579,3.403550305,30.507296,40.79464651,4.180865523,0.507716501,0,357661.3785,0,83108.76912,0,3.71521346,0,0.863293707,196858.42,2.04487008,173637.0761,1.803657987,4273.855601,0.044394745,3746.871481,106006.5914,0.038920689,1.101145214,1750,Post
23,539322.7357,44293.25556,0,376080.735,31459.40131,189090.3301,5596.525836,111333.6831,2926374.78,4170493.22,187929.3368,297408.6229,5.602163033,0.460091931,0,3.906502453,0.326781505,1.964157613,0.058133374,1.156467923,30.39743649,43.32059711,1.952097907,3.089303458,292568.4801,228708.0376,0,43304.08308,3.039026941,2.375682738,0,0.449816997,397462.3941,4.128602381,251975.8327,2.61737472,4071.726934,0.042294672,0,66853.67846,0,0.694436154,1750,Post
24,538177.5957,465083.4736,17569.27976,600233.5086,31459.40131,60881.30516,0,82507.82832,3233783.296,3308254.554,208623.3852,388065.5527,5.590135944,4.830895718,0.182494892,6.234720543,0.326773785,0.632383761,0,0.857021884,33.58981939,34.36336415,2.167004152,4.030898373,80979.1507,102705.2352,0,35187.12196,0.841143267,1.066815548,0,0.36549421,322564.5321,3.350528896,301697.144,3.13377603,2326.83376,0.024169191,51158.42922,54534.73621,0.531390709,0.566460944,1750,Post
25,1129057.571,0,0,5332.67573,0,143892.4337,68864.68304,158398.42,4918678.558,1310669.319,798795.1204,52687.51908,11.72591063,0,0,0.055382897,0,1.494405477,0.715199242,1.645058467,51.08329872,13.61205282,8.295945603,0.547190113,837583.0403,346853.0159,133473.2883,204838.1721,8.698780403,3.602267563,1.386196674,2.127361936,59608.08517,0.619064162,114158.6499,1.185603073,0,0,349869.1199,104211.2349,3.633591534,1.082293461,1750,Post
26,504827.4413,30780.74067,4612.574712,2405823.597,0,181220.4052,33025.5608,154614.4907,3733945.67,841369.1635,323435.8637,97879.27699,5.243685116,0.319722143,0.047911202,24.98949217,0,1.882351598,0.343039279,1.605993727,38.7848079,8.739372307,3.359555536,1.016680287,1120615.071,349738.7152,286194.1031,121013.753,11.63992305,3.632765467,2.972722234,1.256980037,1671026.682,17.35709477,353746.593,3.674395631,25188.6842,0.261636983,0,80019.30867,0,0.831167293,1750,Post
27,2307592.506,127620.0766,385147.3477,2907521.524,54102.31782,869245.3027,0,243466.3096,539303.0044,431458.1148,129.7302457,1161937.839,23.96871482,1.32557599,4.000484017,30.20011291,0.561954948,9.028757333,0,2.528858335,5.601682218,4.481508967,0.001347494,12.06892318,202716.5758,180133.5808,128321.767,90976.11051,2.105595238,1.871028102,1.332864373,0.944959061,288084.7991,2.99230578,275866.9634,2.865400436,9158.929393,0.095132813,40807.40724,48625.98143,0.423862144,0.505072832,1750,Post
29,1270181.908,0,162396.1179,253129.1782,0,429827.9734,10399.99088,87836.90315,3150689.255,1598922.218,2161156.409,259484.5168,13.192727,0,1.686725056,2.629122743,0,4.464402362,0.108019363,0.912316792,32.72459081,16.60718373,22.44682146,2.695132382,0,324175.4243,20419.44329,275431.645,0,3.367043607,0.212086268,2.86076701,21583.85332,0.224180397,177106.4679,1.839513905,719.3365334,0.007471379,455581.7685,48083.60479,4.731893802,0.499419703,1750,Post
30,3127915.62,311788.3736,441346.7639,254881.8122,0,1514722.814,128054.5514,92990.9373,1918853.08,514404.5613,0,406315.1495,32.48751957,3.238332525,4.583966886,2.647283005,0,15.73238956,1.330015016,0.965833245,19.92981415,5.342768245,0,4.220117475,1658619.343,161657.9701,0,72396.96633,17.22694437,1.679030737,0,0.751937759,75988.66412,0.789242266,235702.0278,2.448075705,14732.70335,0.15301851,35635.65056,30784.82503,0.370123122,0.319740916,1750,Post
31,3186709.293,199410.4173,351701.415,656821.0197,0,1172948.577,134808.8348,486119.7971,2077418.435,324903.9871,34525.61893,488480.3184,33.09727191,2.071083427,3.652782946,6.821765616,0,12.18228411,1.400129178,5.048856869,21.57613905,3.374463942,0.358584261,5.073373324,1225600.656,200403.824,0,71359.56262,12.72913041,2.081400983,0,0.741142862,47525.65683,0.4936031,182353.0868,1.893925408,24595.1908,0.255446494,57473.18836,46058.68037,0.596918504,0.478367033,1750,Post
32,392893.9722,62014.34452,0,784961.8214,22431.16596,855401.8591,0,1709341.534,3261770.343,1259302.799,171515.8775,590407.204,4.079358852,0.643885585,0,8.150140193,0.232899413,8.881508479,0,17.74783532,33.86646949,13.07515102,1.780823486,6.130108946,2482194.448,107678.1044,0,33952.24826,25.77225055,1.118005517,0,0.352521072,4613.805,0.047904441,134114.0129,1.392485567,3004.641627,0.031196741,0,66344.18896,0,0.688841707,1750,Post
35,307222.6791,0,571033.9559,46360.81883,0,0,0,399585.3928,2449604.227,155812.8432,4053051.392,81743.74036,3.190525448,0,5.930220949,0.481459808,0,0,0,4.149717618,25.43928282,1.618125468,42.09117519,0.848913513,0,0,0,68346.58923,0,0,0,0.709783317,60230.34941,0.625495693,141057.5426,1.46489081,2265.363313,0.02352593,74489.3068,52514.69435,0.773575797,0.545368165,1750,Post
36,3185706.068,13828.07805,0,0,57778.3102,206442.8208,37038.32861,48085.66191,4601810.028,176442.0314,0,19492.57481,33.08393924,0.143606247,0,0,0.600034675,2.143933431,0.384647481,0.49937536,47.79034855,1.832371638,0,0.202432725,13022.18784,152847.5566,0,62546.59496,0.135236981,1.58734019,0,0.649553883,108973.781,1.131705773,150680.9546,1.564839768,455.5840427,0.004731295,61348.62421,66344.66737,0.637112813,0.68899732,1750,Post
37,1683315.822,43436.65535,92317.33747,711463.3615,0,727146.2123,0,293064.0328,2599462.359,1189388.464,180126.2152,498429.0855,17.48165245,0.451100442,0.958738454,7.388723524,0,7.551593822,0,3.043542689,26.99606152,12.35209429,1.870655434,5.176309713,1472114.076,0,0,30743.527,15.28826991,0,0,0.319279155,11971.13528,0.12432321,184782.5443,1.919012568,20594.47231,0.213878704,0,80747.928,0,0.838587266,1750,Post
38,2581688.213,46202.12202,10795.33514,446702.2269,0,537689.9382,0,363306.2231,3295092.937,49661.10837,0,741452.4645,26.81089017,0.479810077,0.112109798,4.639012675,0,5.583922105,0,3.7729433,34.21961428,0.515731728,0,7.700000523,2812489.821,112308.1562,0,42822.22387,29.20777006,1.166322729,0,0.444709758,27289.14908,0.283398427,191717.7674,1.990993326,21800.89789,0.226402815,1765.121407,78402.41615,0.018330826,0.814210855,1750,Post
39,1910373.418,284782.5433,422732.4909,409847.329,0,1017760.897,12961.93007,606622.2048,862419.7831,904381.1115,349050.7404,945452.0695,19.83927872,2.957474283,4.390088155,4.256275406,0,10.56947397,0.134609988,6.299787722,8.956252372,9.392021883,3.624901219,9.818544873,1175494.841,169702.3855,0,44299.95253,12.20754518,1.762363784,0,0.460056184,107948.7375,1.121050508,321813.7459,3.342044305,1965.976729,0.020416721,0,30073.4619,0,0.312313701,1750,Post
40,837670.9478,134232.636,335625.7253,500728.8113,14597.09576,537044.4238,0,712356.3726,1013187.996,2376550.423,470578.9944,886660.5605,8.699089699,1.3939862,3.485423838,5.199995124,0.151588694,5.577127424,0,7.39771625,10.52180845,24.68012692,4.886893707,9.207839628,245697.4267,25515.56592,0,40237.96171,2.551531672,0.264975403,0,0.41786532,32325.17649,0.335692208,213794.5851,2.22022535,4990.606611,0.051826716,0,45356.11952,0,0.471016636,1750,Post
41,142253.1032,19810.38609,0,420598.2197,181112.4342,669178.6111,7977.381227,503846.865,3968316.854,212933.0787,110277.6604,134403.2088,1.477266088,0.205726349,0,4.367816749,1.880811394,6.949267519,0.082843288,5.232334977,41.21006703,2.211261541,1.145208395,1.395746723,1056066.567,227344.5501,0,57691.20154,10.96701085,2.360921391,0,0.599109993,57658.81643,0.598773681,245629.1891,2.550803203,8554.759033,0.088839225,6904.250162,59225.15198,0.071699066,0.615039719,1750,Post
42,3962418.554,12222.48264,0,83319.82863,183.0349562,592390.197,15776.47667,344841.2565,2819455.959,99123.37888,385008.0822,351596.8586,41.14769945,0.12692426,0,0.865234003,0.001900725,6.151670616,0.163830679,3.581000893,29.27861478,1.029345827,3.99811293,3.651154382,866898.9061,579994.8722,0,60127.18383,9.002303811,6.022951478,0,0.624390194,158483.8703,1.64577431,272772.3291,2.832601772,3114.050023,0.032337824,10974.48942,64258.31811,0.113964486,0.66728992,1750,Post
43,3384605.065,9981.992733,116149.5243,193388.593,0,321230.91,0,188309.2467,2934082.663,586574.8599,615774.3953,425633.9075,35.14639624,0.103654951,1.206119215,2.008184703,0,3.335724147,0,1.955439785,30.46808413,6.09110725,6.394320896,4.419865148,1541290.648,263521.492,0,29268.89029,16.00506139,2.736458345,0,0.30393384,0,0,261775.8686,2.718331454,6423.779761,0.066705776,8565.646247,88439.2094,0.088947334,0.918369924,1750,Post
44,2931610.736,1017138.806,195630.8935,1029316.808,216846.9149,332461.9333,28184.60645,84613.7394,1743403.759,333194.8442,300125.8823,529459.8547,30.44111218,10.5617148,2.031382238,10.68816813,2.251684093,3.452201511,0.2926619,0.878607893,18.10306831,3.459811874,3.116432049,5.497778623,1379811.151,172161.3485,0,54590.06534,14.32761367,1.787680356,0,0.566849576,0,0,255467.9899,2.65271567,4996.131327,0.051878577,6340.34047,78193.48254,0.065836509,0.811941553,1750,Post
45,4403050.042,315556.0024,9908.312797,644918.0977,33194.08242,524194.737,0,117720.1115,1621811.543,0,96644.74841,609587.5451,45.71848542,3.276533846,0.10288165,6.696421424,0.344666347,5.442906441,0,1.222331145,16.83986479,0,1.003497911,6.329571324,2977002.048,167208.881,0,41988.07202,30.91130543,1.736191211,0,0.43597757,0,0,162187.2034,1.684049289,16616.05701,0.172530621,4309.466864,54584.96326,0.044746777,0.566775717,1750,Post
46,1685647.697,733122.1985,0,1153100.797,445.7890969,423686.5244,0,391088.6991,1923823.467,1161172.576,209394.59,652222.9196,17.50198912,7.611968244,0,11.97258338,0.004628604,4.39911433,0,4.060652868,19.97495529,12.05639223,2.174132733,6.771995395,1437839.681,0,0,16001.60289,14.92901186,0,0,0.16614378,0,0,174296.7912,1.809714181,9964.675241,0.103462686,0,62934.21923,0,0.653442604,1750,Post
47,1763511.286,69423.73895,0,720441.0064,0,1099352.396,18446.51999,442481.5287,1053885.346,3080555.086,2023.309002,755516.9304,18.30972283,0.720794603,0,7.480006081,0,11.41406796,0.191521694,4.594081258,10.94200458,31.98398006,0.021007082,7.844183194,1296600.218,0,0,7995.864864,13.46200095,0,0,0.08301737,19476.04347,0.20221076,146542.2761,1.521480741,17236.18233,0.178955317,0,71321.27703,0,0.740495865,1750,Post
